current time(hour),finished parts,throughput (part/hour)
0.08361111111111111,0,0.0
0.16722222222222222,0,0.0
0.2511111111111111,0,0.0
0.3347222222222222,0,0.0
0.41833333333333333,0,0.0
0.5019444444444444,0,0.0
0.5855555555555555,0,0.0
0.6691666666666667,0,0.0
0.7527777777777778,0,0.0
0.8363888888888888,0,0.0
0.92,0,0.0
1.0036111111111112,0,0.0
1.0872222222222223,0,0.0
1.1708333333333334,0,0.0
1.2544444444444445,0,0.0
1.3380555555555556,1,0.747353124351256
1.4216666666666666,1,0.7033997655334115
1.5052777777777777,2,1.3286584240634804
1.5888888888888888,2,1.2587412587412588
1.6724999999999999,2,1.195814648729447
1.756111111111111,2,1.1388801012337868
1.8397222222222223,2,1.0871206401932658
1.9233333333333333,3,1.559792027729636
2.0069444444444446,4,1.9930795847750864
2.0905555555555555,4,1.9133669944193463
2.1741666666666664,4,1.8397853583748565
2.2577777777777777,5,2.2145669291338583
2.3413888888888885,7,2.9896784909241907
2.425,7,2.8865979381443303
2.508611111111111,7,2.790388661277821
2.592222222222222,7,2.7003857693956284
2.6758333333333337,7,2.616007474307069
2.7594444444444446,7,2.5367425005033217
2.843055555555556,7,2.462139716658524
2.9266666666666667,7,2.3917995444191344
3.010277777777778,7,2.325366798929593
3.093888888888889,7,2.262524690249596
3.1775,7,2.202989771833202
3.261111111111111,7,2.1465076660988074
3.3447222222222224,8,2.3918279212689977
3.4283333333333332,9,2.6251823043266893
3.5119444444444445,10,2.847425452819742
3.5955555555555554,12,3.3374536464771323
3.6791666666666667,14,3.8052095130237826
3.762777777777778,15,3.986416654362911
3.846388888888889,16,4.159745793312631
3.93,17,4.325699745547074
4.0136111111111115,20,4.983043809260156
4.097222222222222,22,5.3694915254237285
4.180833333333333,24,5.740482359976082
4.264444444444445,26,6.096925482021886
4.348055555555556,28,6.439660129048744
4.4319444444444445,29,6.543403321842683
4.515555555555555,32,7.086614173228347
4.599166666666666,35,7.61007428882044
4.682777777777777,37,7.901293154585361
4.766388888888889,37,7.762690133457661
4.85,37,7.628865979381444
4.9336111111111105,39,7.904960306289062
5.017222222222222,39,7.7732255564167865
5.100833333333333,41,8.037902303545172
5.184444444444444,41,7.9082726103729115
5.268055555555555,41,7.782757711573953
5.3516666666666675,42,7.848022422921207
5.435277777777778,42,7.727295957479429
5.518888888888889,42,7.610227501509965
5.6025,42,7.49665327978581
5.686111111111112,42,7.386419149975573
5.769722222222223,44,7.6260170429926335
5.8533333333333335,45,7.687927107061503
5.936944444444444,49,8.25340382725869
6.020555555555556,51,8.470979053243516
6.104166666666667,54,8.84641638225256
6.187777777777778,56,9.050098760998385
6.27138888888889,57,9.08889577889002
6.355,60,9.44138473642801
6.438611111111111,65,10.095344924284912
6.522222222222222,69,10.579216354344123
6.605833333333334,72,10.899457550145073
6.689444444444445,73,10.9127148907898
6.773055555555556,76,11.220932616987245
6.8566666666666665,79,11.521633446767137
6.940277777777778,80,11.526916149689812
7.023888888888889,81,11.532073083919956
7.1075,83,11.67780513542033
7.191111111111111,85,11.820148331273177
7.2747222222222225,87,11.959219519645652
7.358333333333333,88,11.959229898074746
7.441944444444444,89,11.959240043298124
7.525555555555556,90,11.959249963088734
7.609166666666667,90,11.827839229000109
7.692777777777778,91,11.829277099732794
7.776388888888889,92,11.830684050723344
7.86,93,11.83206106870229
7.943611111111111,94,11.833409098856523
8.027222222222223,95,11.834729046992871
8.110833333333334,95,11.712729888009862
8.194444444444445,96,11.715254237288136
8.278055555555556,97,11.717727593033791
8.361944444444443,98,11.719762149951833
